Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2010-01-04 00:00:00-05:00,6.453203619450765,6.485555742614216,6.421456223961024,6.47074031829834,493729600,0.0,0.0,AAPL
2010-01-05 00:00:00-05:00,6.488580830861775,6.518514048156678,6.4477621099949145,6.481928825378418,601904800,0.0,0.0,AAPL
2010-01-06 00:00:00-05:00,6.481928850941137,6.507629377628996,6.372173182173515,6.3788251876831055,552160000,0.0,0.0,AAPL
2010-01-07 00:00:00-05:00,6.402407739657673,6.40996683561888,6.3207711180368005,6.367031574249268,477131200,0.0,0.0,AAPL
2010-01-08 00:00:00-05:00,6.358566870551186,6.409967924438474,6.321075362975318,6.40936279296875,447610800,0.0,0.0,AAPL
2010-01-11 00:00:00-05:00,6.434157693865313,6.440204973038985,6.302632601359519,6.3528242111206055,462229600,0.0,0.0,AAPL
2010-01-12 00:00:00-05:00,6.325002945895077,6.3425404498244955,6.241250596201807,6.280556678771973,594459600,0.0,0.0,AAPL
2010-01-13 00:00:00-05:00,6.285095343010191,6.377615874461221,6.171106570068302,6.369149684906006,605892000,0.0,0.0,AAPL
2010-01-14 00:00:00-05:00,6.352821348599107,6.363403678694538,6.319864095643017,6.332260608673096,432894000,0.0,0.0,AAPL
2010-01-15 00:00:00-05:00,6.377614426972947,6.397872804525005,6.224621955088713,6.226436138153076,594067600,0.0,0.0,AAPL
2010-01-19 00:00:00-05:00,6.2990031241953455,6.5064199190304866,6.266046669575178,6.501884460449219,730007600,0.0,0.0,AAPL
2010-01-20 00:00:00-05:00,6.497952853463735,6.5173037371109865,6.334378039591143,6.401803970336914,612152800,0.0,0.0,AAPL
2010-01-21 00:00:00-05:00,6.412386936442975,6.449576484404244,6.2651385456201645,6.291141033172607,608154400,0.0,0.0,AAPL
2010-01-22 00:00:00-05:00,6.252137335716331,6.273906727457178,5.96127014908081,5.979108810424805,881767600,0.0,0.0,AAPL
2010-01-25 00:00:00-05:00,6.123030224499334,6.18924588896762,6.052883426304735,6.139962196350098,1065699600,0.0,0.0,AAPL
2010-01-26 00:00:00-05:00,6.22704177047368,6.461670899579793,6.125147562362879,6.226739406585693,1867110000,0.0,0.0,AAPL
2010-01-27 00:00:00-05:00,6.254254923638394,6.367033849857039,6.032929359071944,6.285398006439209,1722568400,0.0,0.0,AAPL
2010-01-28 00:00:00-05:00,6.19620000365159,6.213433932709593,6.0078313949223885,6.025670051574707,1173502400,0.0,0.0,AAPL
2010-01-29 00:00:00-05:00,6.079795034240477,6.113658987015787,5.752342164515608,5.807068824768066,1245952400,0.0,0.0,AAPL
2010-02-01 00:00:00-05:00,5.816438735164261,5.92619436359813,5.784086618545892,5.8877949714660645,749876400,0.0,0.0,AAPL
2010-02-02 00:00:00-05:00,5.923475437939097,5.935871953121904,5.846978992337447,5.921963214874268,698342400,0.0,0.0,AAPL
2010-02-03 00:00:00-05:00,5.901100682572742,6.053186486568075,5.8784237949831,6.023857593536377,615328000,0.0,0.0,AAPL
2010-02-04 00:00:00-05:00,5.948268295233846,5.997855165267768,5.792252566612375,5.806766033172607,757652000,0.0,0.0,AAPL
2010-02-05 00:00:00-05:00,5.824302161893795,5.926196366599183,5.7704821990111395,5.9098687171936035,850306800,0.0,0.0,AAPL
2010-02-08 00:00:00-05:00,5.916823136142977,5.983039206677669,5.865724451217869,5.8693528175354,478270800,0.0,0.0,AAPL
2010-02-09 00:00:00-05:00,5.938893088035665,5.971547567602476,5.8883995498453245,5.931939125061035,632886800,0.0,0.0,AAPL
2010-02-10 00:00:00-05:00,5.922870752906593,5.944338994799324,5.873587048976727,5.899589538574219,370361600,0.0,0.0,AAPL
2010-02-11 00:00:00-05:00,5.89233249748583,6.039580478438134,5.8675390628621855,6.006925582885742,550345600,0.0,0.0,AAPL
2010-02-12 00:00:00-05:00,5.989993173983985,6.096725598080628,5.911078224998735,6.058628559112549,655468800,0.0,0.0,AAPL
2010-02-16 00:00:00-05:00,6.105797120923245,6.1587095940956464,6.093098240395106,6.149941444396973,543737600,0.0,0.0,AAPL
2010-02-17 00:00:00-05:00,6.173827418818381,6.177455785757232,6.073142254715956,6.124241352081299,436396800,0.0,0.0,AAPL
2010-02-18 00:00:00-05:00,6.096423362440957,6.164756797886615,6.07495633247325,6.135730266571045,422825200,0.0,0.0,AAPL
2010-02-19 00:00:00-05:00,6.103377725285491,6.143893272254523,6.080700435338147,6.09763240814209,415469600,0.0,0.0,AAPL
2010-02-22 00:00:00-05:00,6.1178918366639135,6.122729255659114,6.0226492209969145,6.059838771820068,390563600,0.0,0.0,AAPL
2010-02-23 00:00:00-05:00,6.047139678180874,6.087353270457518,5.917428791515356,5.95824670791626,575094800,0.0,0.0,AAPL
2010-02-24 00:00:00-05:00,5.993622537420462,6.090679334146768,5.981830344922325,6.067095756530762,460566400,0.0,0.0,AAPL
2010-02-25 00:00:00-05:00,5.967921353468937,6.133612709961215,5.953105928187736,6.10761022567749,665126000,0.0,0.0,AAPL
2010-02-26 00:00:00-05:00,6.11909976916342,6.203457268355295,6.1076103460778475,6.186827659606934,507460800,0.0,0.0,AAPL
2010-03-01 00:00:00-05:00,6.220994944089852,6.334378988170927,6.211924430482235,6.3189592361450195,550093600,0.0,0.0,AAPL
2010-03-02 00:00:00-05:00,6.347379965682798,6.374592312741561,6.2811638869543245,6.314725875854492,566546400,0.0,0.0,AAPL
2010-03-03 00:00:00-05:00,6.317446553677577,6.345565587876307,6.287210972263227,6.329237937927246,372052800,0.0,0.0,AAPL
2010-03-04 00:00:00-05:00,6.327728097905962,6.377314169953081,6.30807403785902,6.370964527130127,366041200,0.0,0.0,AAPL
2010-03-05 00:00:00-05:00,6.498862526240335,6.642784544513253,6.489489243295729,6.620107650756836,899620400,0.0,0.0,AAPL
2010-03-08 00:00:00-05:00,6.6521567813526215,6.654575289156492,6.598941939554252,6.624037742614746,429889600,0.0,0.0,AAPL
2010-03-09 00:00:00-05:00,6.600753925230038,6.803030487282255,6.588055047805019,6.7431640625,920259200,0.0,0.0,AAPL
2010-03-10 00:00:00-05:00,6.767656389520932,6.817545220691028,6.7486078679919705,6.79819393157959,596218000,0.0,0.0,AAPL
2010-03-11 00:00:00-05:00,6.770075249739138,6.818149089813232,6.75223578022371,6.818149089813232,405700400,0.0,0.0,AAPL
2010-03-12 00:00:00-05:00,6.874690244817999,6.8855753453658135,6.825708907113336,6.851409435272217,416323600,0.0,0.0,AAPL
2010-03-15 00:00:00-04:00,6.814520028280042,6.818147586781252,6.659410616376917,6.7679572105407715,493502800,0.0,0.0,AAPL
2010-03-16 00:00:00-04:00,6.7782378514648025,6.802426152367127,6.72774429899538,6.786401271820068,446908000,0.0,0.0,AAPL
2010-03-17 00:00:00-04:00,6.800007983728287,6.846873175070462,6.750724284983957,6.776424407958984,450956800,0.0,0.0,AAPL
2010-03-18 00:00:00-04:00,6.775819532104338,6.803032284540077,6.730768923387958,6.792449951171875,342109600,0.0,0.0,AAPL
2010-03-19 00:00:00-04:00,6.796681770567662,6.810287740542169,6.689042255138258,6.719882965087891,559445600,0.0,0.0,AAPL
2010-03-22 00:00:00-04:00,6.666063646096369,6.833267222846306,6.656388002843685,6.795472145080566,456419600,0.0,0.0,AAPL
2010-03-23 00:00:00-04:00,6.822379789787658,6.917320403194309,6.775816574436242,6.904621124267578,602431200,0.0,0.0,AAPL
2010-03-24 00:00:00-04:00,6.882856217173766,6.9602597814687694,6.8789250817346055,6.935163974761963,597780400,0.0,0.0,AAPL
2010-03-25 00:00:00-04:00,6.9820261158002195,6.983538338730063,6.840825024633902,6.852919578552246,542284400,0.0,0.0,AAPL
2010-03-26 00:00:00-04:00,6.922463155912246,7.013169897327994,6.910368600771407,6.9814229011535645,640875200,0.0,0.0,AAPL
2010-03-29 00:00:00-04:00,7.044916211217362,7.071220652016273,7.003190812184589,7.0264716148376465,540744400,0.0,0.0,AAPL
